,Size_Index,BM_Ratio_Index,Momentum_Index,Monthly Return,ESG_High_Return,Abnormal Return,Month
0,1,1.0,1.0,0.65,6.766666666666668,6.116666666666668,Jan
1,1,1.0,2.0,-2.3545454545454545,-1.8999999999999997,0.4545454545454548,Jan
2,1,1.0,3.0,-9.558333333333332,-10.5,-0.9416666666666682,Jan
3,1,1.0,4.0,-0.23636363636363653,-1.1102230246251565e-16,0.23636363636363641,Jan
4,1,1.0,5.0,-2.0583333333333336,-9.8,-7.741666666666667,Jan
5,1,2.0,1.0,-6.566666666666666,-6.25,0.31666666666666643,Jan
6,1,2.0,2.0,-3.2363636363636363,0.3000000000000007,3.536363636363637,Jan
7,1,2.0,3.0,-5.500000000000001,-4.75,0.7500000000000009,Jan
8,1,2.0,4.0,-5.790909090909091,-5.15,0.6409090909090907,Jan
9,1,2.0,5.0,-0.9833333333333331,-13.45,-12.466666666666667,Jan
10,1,3.0,1.0,-0.7833333333333332,-6.659999999999999,-5.876666666666666,Jan
11,1,3.0,2.0,-0.9545454545454544,-3.3333333333333335,-2.378787878787879,Jan
12,1,3.0,3.0,-3.536363636363636,-0.5333333333333335,3.0030303030303025,Jan
13,1,3.0,4.0,-3.4272727272727277,,,Jan
14,1,3.0,5.0,-4.466666666666668,-0.9,3.5666666666666678,Jan
15,1,4.0,1.0,-7.533333333333332,-12.2,-4.666666666666667,Jan
16,1,4.0,2.0,-5.8,-13.0,-7.2,Jan
17,1,4.0,3.0,-4.972727272727273,-11.9,-6.927272727272728,Jan
18,1,4.0,4.0,-4.763636363636364,,,Jan
19,1,4.0,5.0,-4.641666666666667,-7.933333333333334,-3.291666666666667,Jan
20,1,5.0,1.0,-21.625,-10.6,11.025,Jan
21,1,5.0,2.0,-2.0727272727272728,5.449999999999999,7.522727272727272,Jan
22,1,5.0,3.0,-6.8090909090909095,,,Jan
23,1,5.0,4.0,-6.445454545454546,-21.3,-14.854545454545455,Jan
24,1,5.0,5.0,-6.408333333333332,-5.6,0.8083333333333327,Jan
25,2,1.0,1.0,-7.483333333333333,-10.999999999999998,-3.516666666666665,Jan
26,2,1.0,2.0,-4.827272727272728,-12.133333333333333,-7.306060606060605,Jan
27,2,1.0,3.0,-7.416666666666668,-3.2166666666666663,4.200000000000001,Jan
28,2,1.0,4.0,-0.5,-0.9,-0.4,Jan
29,2,1.0,5.0,-2.0333333333333337,-3.7,-1.6666666666666665,Jan
30,2,2.0,1.0,0.5333333333333332,16.7,16.166666666666664,Jan
31,2,2.0,2.0,-4.827272727272727,-2.1,2.727272727272727,Jan
32,2,2.0,3.0,-2.8000000000000003,-7.366666666666667,-4.566666666666666,Jan
33,2,2.0,4.0,-2.1,-1.98,0.1200000000000001,Jan
34,2,2.0,5.0,0.22727272727272732,-6.6,-6.827272727272727,Jan
35,2,3.0,1.0,-11.783333333333331,5.3,17.083333333333332,Jan
36,2,3.0,2.0,0.018181818181818035,2.6999999999999997,2.6818181818181817,Jan
37,2,3.0,3.0,-8.563636363636363,-5.85,2.713636363636363,Jan
38,2,3.0,4.0,-0.809090909090909,-1.833333333333333,-1.024242424242424,Jan
39,2,3.0,5.0,-2.5583333333333336,-2.15,0.40833333333333366,Jan
40,2,4.0,1.0,-8.816666666666666,-3.3,5.516666666666667,Jan
41,2,4.0,2.0,-2.8499999999999996,,,Jan
42,2,4.0,3.0,-7.57,-11.1,-3.5299999999999994,Jan
43,2,4.0,4.0,-3.6909090909090905,-0.9666666666666665,2.724242424242424,Jan
44,2,4.0,5.0,-0.6083333333333333,1.1750000000000003,1.7833333333333337,Jan
45,2,5.0,1.0,-14.508333333333333,,,Jan
46,2,5.0,2.0,-8.51818181818182,-10.35,-1.8318181818181802,Jan
47,2,5.0,3.0,-3.5818181818181816,-8.1,-4.518181818181818,Jan
48,2,5.0,4.0,-2.3636363636363638,-8.5,-6.136363636363637,Jan
49,2,5.0,5.0,-5.516666666666667,,,Jan
50,3,1.0,1.0,-7.516666666666668,-1.7,5.816666666666668,Jan
51,3,1.0,2.0,-4.218181818181818,-0.875,3.343181818181818,Jan
52,3,1.0,3.0,-1.0545454545454545,-9.1,-8.045454545454545,Jan
53,3,1.0,4.0,0.10909090909090935,-2.1,-2.2090909090909094,Jan
54,3,1.0,5.0,-0.07499999999999996,-2.6,-2.5250000000000004,Jan
55,3,2.0,1.0,-4.358333333333333,-6.449999999999999,-2.091666666666666,Jan
56,3,2.0,2.0,-0.9090909090909091,-2.0999999999999996,-1.1909090909090905,Jan
57,3,2.0,3.0,2.8454545454545457,3.2875,0.4420454545454544,Jan
58,3,2.0,4.0,0.9090909090909091,4.2749999999999995,3.3659090909090903,Jan
59,3,2.0,5.0,-0.3416666666666665,1.7,2.0416666666666665,Jan
60,3,3.0,1.0,-3.108333333333333,0.16666666666666666,3.2749999999999995,Jan
61,3,3.0,2.0,-3.1181818181818177,0.09999999999999998,3.218181818181818,Jan
62,3,3.0,3.0,1.7454545454545458,4.58,2.834545454545454,Jan
63,3,3.0,4.0,-2.036363636363636,2.2999999999999994,4.336363636363636,Jan
64,3,3.0,5.0,-5.216666666666666,-6.666666666666667,-1.450000000000001,Jan
65,3,4.0,1.0,-7.566666666666666,-1.7333333333333332,5.833333333333333,Jan
66,3,4.0,2.0,-2.227272727272727,3.0,5.227272727272727,Jan
67,3,4.0,3.0,-4.136363636363637,-6.6,-2.463636363636363,Jan
68,3,4.0,4.0,-3.6545454545454543,0.30000000000000027,3.9545454545454546,Jan
69,3,4.0,5.0,-3.108333333333334,-1.1666666666666667,1.941666666666667,Jan
