,Size_Index,BM_Ratio_Index,Momentum_Index,Monthly Return,ESG_High_Return,Abnormal Return,Month
0,1,1.0,1.0,14.908333333333333,18.66,3.751666666666667,Jun
1,1,1.0,2.0,0.45454545454545486,-0.5333333333333331,-0.987878787878788,Jun
2,1,1.0,3.0,0.04166666666666682,0.8749999999999998,0.8333333333333329,Jun
3,1,1.0,4.0,13.627272727272725,11.95,-1.677272727272726,Jun
4,1,1.0,5.0,2.566666666666667,2.5000000000000004,-0.06666666666666643,Jun
5,1,2.0,1.0,2.533333333333333,7.45,4.916666666666667,Jun
6,1,2.0,2.0,3.8090909090909095,-3.4333333333333336,-7.242424242424243,Jun
7,1,2.0,3.0,2.0,,,Jun
8,1,2.0,4.0,4.963636363636364,-4.066666666666666,-9.030303030303031,Jun
9,1,2.0,5.0,16.025,10.8,-5.224999999999998,Jun
10,1,3.0,1.0,3.0,4.6,1.5999999999999996,Jun
11,1,3.0,2.0,-1.2000000000000002,-4.35,-3.1499999999999995,Jun
12,1,3.0,3.0,4.3090909090909095,4.3,-0.009090909090909705,Jun
13,1,3.0,4.0,2.0454545454545454,-4.5,-6.545454545454545,Jun
14,1,3.0,5.0,1.208333333333334,-10.35,-11.558333333333334,Jun
15,1,4.0,1.0,4.05,11.15,7.1000000000000005,Jun
16,1,4.0,2.0,3.7090909090909094,,,Jun
17,1,4.0,3.0,2.9909090909090907,,,Jun
18,1,4.0,4.0,5.118181818181818,10.1,4.9818181818181815,Jun
19,1,4.0,5.0,1.2999999999999996,-3.625,-4.925,Jun
20,1,5.0,1.0,8.291666666666664,8.1,-0.19166666666666465,Jun
21,1,5.0,2.0,9.490909090909092,,,Jun
22,1,5.0,3.0,6.233333333333334,-0.10000000000000009,-6.333333333333334,Jun
23,1,5.0,4.0,1.7000000000000002,11.4,9.7,Jun
24,1,5.0,5.0,5.358333333333333,16.7,11.341666666666665,Jun
25,2,1.0,1.0,-1.0583333333333333,,,Jun
26,2,1.0,2.0,-0.26363636363636367,0.54,0.8036363636363637,Jun
27,2,1.0,3.0,4.141666666666667,5.033333333333333,0.8916666666666666,Jun
28,2,1.0,4.0,-5.181818181818182,-2.875,2.3068181818181817,Jun
29,2,1.0,5.0,0.9666666666666668,-2.7500000000000004,-3.7166666666666672,Jun
30,2,2.0,1.0,-1.625,2.8249999999999997,4.449999999999999,Jun
31,2,2.0,2.0,7.1909090909090905,21.25,14.059090909090909,Jun
32,2,2.0,3.0,3.5181818181818185,-4.300000000000001,-7.818181818181819,Jun
33,2,2.0,4.0,0.4636363636363639,5.533333333333334,5.06969696969697,Jun
34,2,2.0,5.0,3.0333333333333328,6.466666666666666,3.433333333333333,Jun
35,2,3.0,1.0,8.700000000000001,-0.1,-8.8,Jun
36,2,3.0,2.0,4.472727272727273,7.033333333333334,2.5606060606060614,Jun
37,2,3.0,3.0,0.8818181818181814,-1.0000000000000002,-1.8818181818181816,Jun
38,2,3.0,4.0,2.309090909090909,0.9250000000000003,-1.3840909090909088,Jun
39,2,3.0,5.0,5.508333333333334,1.5,-4.008333333333334,Jun
40,2,4.0,1.0,7.583333333333332,6.8,-0.7833333333333323,Jun
41,2,4.0,2.0,2.790909090909091,9.2,6.409090909090908,Jun
42,2,4.0,3.0,1.481818181818182,11.9,10.418181818181818,Jun
43,2,4.0,4.0,4.181818181818182,10.6,6.418181818181818,Jun
44,2,4.0,5.0,2.3,3.5833333333333335,1.2833333333333337,Jun
45,2,5.0,1.0,4.525000000000001,0.7,-3.825000000000001,Jun
46,2,5.0,2.0,-2.5545454545454542,6.0,8.554545454545455,Jun
47,2,5.0,3.0,0.4636363636363638,-2.3,-2.7636363636363637,Jun
48,2,5.0,4.0,2.536363636363636,1.5499999999999998,-0.9863636363636363,Jun
49,2,5.0,5.0,-0.4499999999999999,,,Jun
50,3,1.0,1.0,5.1,8.216666666666665,3.1166666666666654,Jun
51,3,1.0,2.0,0.790909090909091,2.4499999999999997,1.6590909090909087,Jun
52,3,1.0,3.0,-3.4333333333333322,-2.7,0.7333333333333321,Jun
53,3,1.0,4.0,-2.7818181818181817,0.4,3.1818181818181817,Jun
54,3,1.0,5.0,6.641666666666668,,,Jun
55,3,2.0,1.0,3.333333333333334,5.12,1.7866666666666662,Jun
56,3,2.0,2.0,-2.5363636363636366,-7.1000000000000005,-4.563636363636364,Jun
57,3,2.0,3.0,-1.5090909090909088,-4.199999999999999,-2.6909090909090905,Jun
58,3,2.0,4.0,2.1818181818181817,-1.6,-3.7818181818181817,Jun
59,3,2.0,5.0,5.55,7.275,1.7250000000000005,Jun
60,3,3.0,1.0,0.5416666666666662,1.8499999999999994,1.3083333333333331,Jun
61,3,3.0,2.0,-2.009090909090909,-3.75,-1.7409090909090912,Jun
62,3,3.0,3.0,0.9090909090909091,-3.1,-4.009090909090909,Jun
63,3,3.0,4.0,2.690909090909091,2.9750000000000005,0.2840909090909096,Jun
64,3,3.0,5.0,-2.4083333333333328,-9.424999999999999,-7.016666666666666,Jun
65,3,4.0,1.0,2.8499999999999996,-2.0,-4.85,Jun
66,3,4.0,2.0,-0.3909090909090909,1.3000000000000003,1.6909090909090911,Jun
67,3,4.0,3.0,-4.545454545454546,-4.866666666666666,-0.3212121212121204,Jun
68,3,4.0,4.0,-1.5090909090909093,-7.3,-5.790909090909091,Jun
69,3,4.0,5.0,0.09166666666666667,-3.033333333333333,-3.125,Jun
70,3,5.0,1.0,4.425000000000001,13.950000000000001,9.525,Jun
71,3,5.0,2.0,2.3636363636363633,0.4,-1.9636363636363634,Jun
