,Size_Index,BM_Ratio_Index,Momentum_Index,Monthly Return,ESG_High_Return,Abnormal Return,Month
0,1,1.0,1.0,63.59166666666667,62.81999999999999,-0.7716666666666754,Apr
1,1,1.0,2.0,44.54545454545455,5.6,-38.945454545454545,Apr
2,1,1.0,3.0,42.266666666666666,53.55,11.283333333333331,Apr
3,1,1.0,4.0,39.86363636363637,68.5,28.636363636363633,Apr
4,1,1.0,5.0,39.68333333333334,34.9,-4.7833333333333385,Apr
5,1,2.0,1.0,38.44166666666667,22.0,-16.44166666666667,Apr
6,1,2.0,2.0,28.163636363636364,12.35,-15.813636363636364,Apr
7,1,2.0,3.0,25.39090909090909,22.5,-2.8909090909090907,Apr
8,1,2.0,4.0,20.48181818181818,25.633333333333336,5.151515151515156,Apr
9,1,2.0,5.0,19.2,18.7,-0.5,Apr
10,1,3.0,1.0,34.169230769230765,24.45,-9.719230769230766,Apr
11,1,3.0,2.0,30.472727272727273,33.96666666666667,3.493939393939396,Apr
12,1,3.0,3.0,31.86363636363636,48.73333333333333,16.869696969696967,Apr
13,1,3.0,4.0,34.791666666666664,25.75,-9.041666666666664,Apr
14,1,3.0,5.0,19.581818181818182,10.700000000000001,-8.881818181818181,Apr
15,1,4.0,1.0,39.66666666666667,,,Apr
16,1,4.0,2.0,23.363636363636363,32.65,9.286363636363635,Apr
17,1,4.0,3.0,27.61818181818182,12.8,-14.81818181818182,Apr
18,1,4.0,4.0,26.863636363636363,,,Apr
19,1,4.0,5.0,24.616666666666664,30.3,5.683333333333337,Apr
20,1,5.0,1.0,44.375,,,Apr
21,1,5.0,2.0,63.14545454545455,59.8,-3.345454545454551,Apr
22,1,5.0,3.0,73.05000000000001,26.4,-46.65000000000001,Apr
23,1,5.0,4.0,22.94545454545454,25.25,2.3045454545454582,Apr
24,1,5.0,5.0,34.325,6.7,-27.625000000000004,Apr
25,2,1.0,1.0,55.800000000000004,54.96666666666667,-0.8333333333333357,Apr
26,2,1.0,2.0,41.20909090909091,32.9,-8.309090909090912,Apr
27,2,1.0,3.0,30.25833333333333,32.233333333333334,1.975000000000005,Apr
28,2,1.0,4.0,24.636363636363637,28.349999999999998,3.713636363636361,Apr
29,2,1.0,5.0,26.941666666666674,24.3,-2.641666666666673,Apr
30,2,2.0,1.0,27.683333333333334,19.05,-8.633333333333333,Apr
31,2,2.0,2.0,29.84615384615385,39.125,9.27884615384615,Apr
32,2,2.0,3.0,20.522222222222222,13.6,-6.9222222222222225,Apr
33,2,2.0,4.0,14.081818181818182,1.3999999999999997,-12.681818181818182,Apr
34,2,2.0,5.0,24.7,21.450000000000003,-3.2499999999999964,Apr
35,2,3.0,1.0,31.499999999999996,37.300000000000004,5.800000000000008,Apr
36,2,3.0,2.0,17.427272727272726,20.45,3.0227272727272734,Apr
37,2,3.0,3.0,22.509090909090915,20.85,-1.6590909090909136,Apr
38,2,3.0,4.0,33.21818181818182,20.639999999999997,-12.578181818181822,Apr
39,2,3.0,5.0,18.608333333333334,21.2,2.591666666666665,Apr
40,2,4.0,1.0,39.1,27.933333333333334,-11.166666666666668,Apr
41,2,4.0,2.0,24.718181818181822,,,Apr
42,2,4.0,3.0,25.94545454545454,25.96666666666667,0.02121212121212679,Apr
43,2,4.0,4.0,13.554545454545455,28.1,14.545454545454547,Apr
44,2,4.0,5.0,34.19166666666667,36.4,2.2083333333333286,Apr
45,2,5.0,1.0,35.666666666666664,,,Apr
46,2,5.0,2.0,32.09090909090909,20.4,-11.690909090909095,Apr
47,2,5.0,3.0,27.566666666666663,34.36666666666667,6.800000000000004,Apr
48,2,5.0,4.0,19.29090909090909,13.633333333333333,-5.657575757575756,Apr
49,2,5.0,5.0,35.90833333333334,,,Apr
50,3,1.0,1.0,37.766666666666666,29.366666666666664,-8.400000000000002,Apr
51,3,1.0,2.0,30.936363636363637,2.9,-28.03636363636364,Apr
52,3,1.0,3.0,31.749999999999996,25.65,-6.099999999999998,Apr
53,3,1.0,4.0,26.681818181818176,21.566666666666666,-5.11515151515151,Apr
54,3,1.0,5.0,12.75,1.8333333333333333,-10.916666666666666,Apr
55,3,2.0,1.0,29.37692307692308,21.859999999999996,-7.516923076923085,Apr
56,3,2.0,2.0,24.85,15.625,-9.225000000000001,Apr
57,3,2.0,3.0,13.918181818181818,13.5,-0.418181818181818,Apr
58,3,2.0,4.0,18.363636363636363,16.03333333333333,-2.330303030303032,Apr
59,3,2.0,5.0,14.316666666666668,,,Apr
60,3,3.0,1.0,27.63076923076923,32.55,4.919230769230769,Apr
61,3,3.0,2.0,18.7,19.166666666666668,0.46666666666666856,Apr
62,3,3.0,3.0,15.045454545454545,12.033333333333333,-3.0121212121212118,Apr
63,3,3.0,4.0,13.654545454545458,24.200000000000003,10.545454545454545,Apr
64,3,3.0,5.0,19.625,20.47142857142857,0.8464285714285715,Apr
65,3,4.0,1.0,31.08333333333334,32.699999999999996,1.6166666666666565,Apr
66,3,4.0,2.0,25.872727272727275,,,Apr
67,3,4.0,3.0,16.145454545454545,17.3,1.154545454545456,Apr
68,3,4.0,4.0,21.136363636363637,26.866666666666664,5.730303030303027,Apr
69,3,4.0,5.0,20.308333333333334,11.899999999999999,-8.408333333333335,Apr
70,3,5.0,1.0,31.030769230769224,38.2,7.169230769230779,Apr
71,3,5.0,2.0,26.5,28.3,1.8000000000000007,Apr
72,3,5.0,3.0,18.34166666666667,14.133333333333333,-4.208333333333336,Apr
73,3,5.0,4.0,26.218181818181815,13.8,-12.418181818181814,Apr
